# VerbAtlas 1.0 - SapienzaNLP - LICENSE: CC BY-SA-NC 4.0 - http://verbatlas.org
bn:00082144v	Patient	bn:00011769n
bn:00082150v	Theme	bn:00034187n
bn:00082162v	Patient	bn:00035378n|bn:00035596n|bn:00036686n
bn:00082171v	Theme	bn:00025638n|bn:00061119n
bn:00082205v	Theme	bn:00067181n	Source	bn:00021015n
bn:00082239v	Theme	bn:00031083n|bn:00003251n
bn:00082276v	Agent	bn:00004222n|bn:00072536n	Theme	bn:00058442n
bn:00082287v	Theme	bn:00017749n
bn:00082299v	Theme	bn:00062162n
bn:00082309v	Patient	bn:00070753n
bn:00082334v	Destination	bn:00031067n
bn:00082340v	Patient	bn:00041012n
bn:00082365v	Theme	bn:00054128n
bn:00082373v	Destination	bn:00072535n
bn:00082388v	Result	bn:00007300n|bn:00058685n	Theme	bn:00034025n|bn:00049141n|bn:00030591n
bn:00082438v	Destination	bn:00008793n
bn:00082452v	Patient	bn:00035361n
bn:00082454v	Patient	bn:00055918n	Co-Patient	bn:00055918n
bn:00082455v	Theme	bn:00007854n|bn:00017027n
bn:00082463v	Theme	bn:00067807n
bn:00082500v	Theme	bn:00016047n
bn:00082503v	Theme	bn:00021045n|bn:00061450n
bn:00082511v	Stimulus	bn:00002519n
bn:00082526v	Theme	bn:00076968n
bn:00082542v	Patient	bn:00008819n
bn:00082562v	Patient	bn:00009656n|bn:00027353n|bn:00023287n
bn:00082590v	Patient	bn:00011769n
bn:00082615v	Theme	bn:00034816n
bn:00082617v	Theme	bn:00079675n
bn:00082644v	Destination	bn:00054550n
bn:00082662v	Theme	bn:00010851n
bn:00082680v	Theme	bn:00009716n
bn:00082696v	Location	bn:00023301n
bn:00082780v	Product	bn:00323788n
bn:00082796v	Patient	bn:00079745n
bn:00082797v	Agent	bn:00022227n
bn:00082809v	Theme	bn:00017004n
bn:00082836v	Theme	bn:00002185n
bn:00082856v	Result	bn:00071404n
bn:00082860v	Theme	bn:00067814n
bn:00082866v	Agent	bn:00006523n
bn:00082938v	Beneficiary	bn:00062310n
bn:00082945v	Patient	bn:00011769n
bn:00082949v	Theme	bn:00072456n
bn:00082956v	Patient	bn:00054731n
bn:00083005v	Patient	bn:00076521n
bn:00083009v	Patient	bn:00012555n
bn:00083034v	Source	bn:00079862n
bn:00083035v	Theme	bn:00011766n	Source	bn:00079862n	Instrument	bn:00022129n
bn:00083037v	Theme	bn:00011766n	Source	bn:00011674n
bn:00083063v	Beneficiary	bn:00034471n|bn:00057563n
bn:00083066v	Source	bn:00021248n|bn:00041942n
bn:00083073v	Theme	bn:00008120n
bn:00083090v	Patient	bn:00014137n|bn:00000740n
bn:00083112v	Destination	bn:00004222n
bn:00083127v	Patient	bn:00044002n
bn:00083139v	Theme	bn:00021045n
bn:00083162v	Agent	bn:00032795n	Patient	bn:00081336n
bn:00083164v	Theme	bn:00010605n
bn:00083179v	Theme	bn:00015267n
bn:00083201v	Agent	bn:00035649n
bn:00083211v	Patient	bn:00042379n|bn:00061748n
bn:00083216v	Theme	bn:00075170n|bn:00051108n
bn:00083220v	Patient	bn:00015784n
bn:00083233v	Patient	bn:00000195n
bn:00083257v	Patient	bn:00011769n
bn:00083266v	Patient	bn:00011766n|bn:00014096n
bn:00083276v	Theme	bn:00009396n
bn:00083299v	Theme	bn:00035324n
bn:00083339v	Theme	bn:00006911n
bn:00083380v	Theme	bn:00004222n
bn:00083400v	Patient	bn:00060799n
bn:00083404v	Patient	bn:00062856n
bn:00083412v 	Product	bn:00066295n
bn:00083424v	Destination	bn:00027982n|bn:01506840n
bn:00083432v	Result	bn:00100938a|bn:00101180a|bn:00096437a
bn:00083489v	Recipient	bn:00054975n
bn:00083510v	Destination	bn:00012738n
bn:00083517v	Instrument	bn:00049322n
bn:00083549v	Patient	bn:00079663n
bn:00083577v	Theme	bn:00017749n
bn:00083588v	Theme	bn:00055644n|bn:00063731n
bn:00083601v	Patient	bn:00046516n
bn:00083635v	Patient	bn:00009815n
bn:00083648v	Patient	bn:00046794n
bn:00083660v	Theme	bn:00081263n
bn:00083663v	Agent	bn:00002216n
bn:00083706v	Agent	bn:00002216n
bn:00083718v	Source	bn:00004222n
bn:00083720v	Patient	bn:00042526n
bn:00083730v	Agent	bn:00055258n
bn:00083738v	Patient	bn:00051471n
bn:00083759v	Recipient	bn:00002275n
bn:00083773v	Theme	bn:00061560n
bn:00083777v	Patient	bn:00077174n|bn:00062706n
bn:00083792v	Theme	bn:00002519n|bn:00028872n
bn:00083799v	Theme	bn:00045772n
bn:00083813v	Theme	bn:00051473n|bn:00037382n
bn:00083815v	Theme	bn:00009655n|bn:00030581n|bn:00046197n|bn:00026551n
bn:00083816v	Recipient	bn:00007630n
bn:00083832v	Theme	bn:00008120n
bn:00083845v	Patient	bn:00008120n
bn:00083846v	Patient	bn:00023799n
bn:00083866v	Patient	bn:00042526n
bn:00083868v	Theme	bn:00034816n
bn:00083881v	Patient	bn:00004222n
bn:00083887v	Recipient	bn:00055114n
bn:00083892v	Theme	bn:00028152n
bn:00083897v	Theme	bn:00022227n|bn:00066933n|bn:00048655n|bn:00064699n
bn:00083909v	Theme	bn:00009815n
bn:00083911v	Theme	bn:00066933n
bn:00083931v	Location	bn:00011766n
bn:00083945v	Patient	bn:00080267n
bn:00083969v	Stimulus	bn:00006999n|bn:00033794n|bn:00045952n
bn:00083999v	Patient	bn:00068045n|bn:00045705n
bn:00084027v	Theme	bn:00002185n
bn:00084039v	Destination	bn:00011834n
bn:00084048v	Experiencer	bn:00031345n	Stimulus	bn:00066969n
bn:00084090v	Theme	bn:00034552n	Recipient	bn:00023301n
bn:00084115v	Attribute	bn:00013159n
bn:00084128v	Stimulus	bn:00006865n
bn:00084145v	Agent	bn:00004222n
bn:00084150v	Patient	bn:00035650n
bn:00084220v	Theme	bn:00013829n
bn:00084251v	Patient	bn:00041012n
bn:00084252v	Theme	bn:00058732n|bn:00020133n
bn:00084253v	Theme	bn:00016047n
bn:00084254v	Patient	bn:00008120n
bn:00084256v	Location	bn:00011766n
bn:00084277v	Patient	bn:00055644n
bn:00084282v	Patient	bn:00030829n
bn:00084318v	Patient	bn:00004222n
bn:00084360v	Theme	bn:00010270n
bn:00084379v	Patient	bn:00054025n
bn:00084385v	Attribute	bn:00064751n
bn:00084398v	Patient	bn:00025153n
bn:00084412v	Source	bn:00077860n	Destination	bn:00032675n
bn:00084415v	Destination	bn:00032675n
bn:00084421v	Theme	bn:00060799n	Co-Theme	bn:00060799n
bn:00084429v	Patient	bn:00056758n|bn:00045820n
bn:00084430v	Attribute	bn:00001737n
bn:00084435v	Patient	bn:00055852n|bn:00033963n
bn:00084436v	Experiencer	bn:00035679n
bn:00084437v	Experiencer	bn:00035679n
bn:00084450v	Theme	bn:00035650n
bn:00084452v	Beneficiary	bn:00019319n
bn:00084459v	Theme	bn:00029913n
bn:00084464v	Patient	bn:00044576n
bn:00084481v	Theme	bn:00059529n
bn:00084482v	Patient	bn:00023235n
bn:00084490v	Patient	bn:00073288n
bn:00084497v	Theme	bn:00027451n
bn:00084498v	Patient	bn:00067298n
bn:00084500v	Patient	bn:00020263n
bn:00084537v	Theme	bn:00007309n
bn:00084546v	Patient	bn:00010430n
bn:00084558v	Theme	bn:00080834n|bn:00029239n|bn:00064264n
bn:00084591v	Theme	bn:00023669n
bn:00084598v	Theme	bn:00021045n
bn:00084630v	Material	bn:00054550n|bn:00080707n
bn:00084642v	Patient	bn:00004222n
bn:00084648v	Instrument	bn:00016679n
bn:00084664v	Theme	bn:00055344n|bn:00011428n
bn:00084689v 	Patient	bn:00044576n
bn:00084692v	Theme	bn:00035649n
bn:00084694v	Theme	bn:00016606n
bn:00084696v	Theme	bn:00016768n
bn:00084709v	Theme	bn:00022930n|bn:00022931n|bn:00024054n
bn:00084739v	Result	bn:00105161a
bn:00084750v	Theme	bn:00036806n
bn:00084776v	Source	bn:00007630n
bn:00084814v	Recipient	bn:00048658n
bn:00084842v	Theme	bn:00044576n
bn:00084856v	Recipient	bn:00018345n
bn:00084887v	Theme	bn:00074987n
bn:00084899v	Theme	bn:00016843n
bn:00084901v	Patient	bn:00041012n
bn:00084905v	Patient	bn:00028247n|bn:00010605n|bn:00056119n
bn:00084908v	Theme	bn:00019052n|bn:00041452n
bn:00084910v	Theme	bn:00010605n
bn:00084917v	Agent	bn:00018782n
bn:00084934v	Theme	bn:00060799n
bn:00084944v	Theme	bn:00056443n	Co-Theme	bn:00056443n
bn:00084969v	Theme	bn:00010605n
bn:00085015v	Theme	bn:00010270n
bn:00085097v	Patient	bn:00078131n
bn:00085128v	Patient	bn:00059186n
bn:00085130v	Patient	bn:00067962n|bn:00056728n
bn:00085135v	Theme	bn:00040605n
bn:00085152v	Instrument	bn:00013942n|bn:00017487n
bn:00085156v	Theme	bn:00037300n
bn:00085188v	Patient	bn:00106033a	Result	bn:00110888a
bn:00085267v	Result	bn:00019637n
bn:00085275v	Destination	bn:00032600n
bn:00085277v	Patient	bn:00054550n
bn:00085285v	Theme	bn:00076732n	Co-Theme	bn:00076732n
bn:00085296v	Patient	bn:00059215n
bn:00085336v	Attribute	bn:00025965n
bn:00085423v	Patient	bn:00071103n
bn:00085454v	Theme	bn:00025083n	Co-Theme	bn:00025083n
bn:00085526v	Theme	bn:00021559n
bn:00085537v	Theme	bn:00081546n	Co-Theme	bn:00081546n
bn:00085549v	Theme	bn:00062700n
bn:00085550v	Patient	bn:00037382n	Result	bn:00051471n
bn:00085576v	Recipient	bn:00221254n|bn:00064346n
bn:00085589v	Theme	bn:00066933n|bn:00048655n
bn:00085619v	Patient	bn:00015784n
bn:00085628v	Patient	bn:00022379n	Co-Patient	bn:00022379n
bn:00085632v	Patient	bn:00008120n
bn:00085643v	Theme	bn:00030820n
bn:00085645v	Patient	bn:00036367n
bn:00085646v	Theme	bn:00035650n
bn:00085673v	Recipient	bn:00023235n
bn:00085692v	Patient	bn:00067353n|bn:00053801n
bn:00085766v	Theme	bn:00073121n
bn:00085770v	Theme	bn:00025804n|bn:00009815n
bn:00085782v	Theme	bn:00062350n
bn:00085793v	Product	bn:00008691n
bn:00085809v	Patient	bn:00323788n|bn:00062310n
bn:00085818v	Patient	bn:00012339n
bn:00085819v	Theme	bn:00022661n
bn:00085821v	Recipient	bn:00012273n
bn:00085822v	Theme	bn:00035650n
bn:00085841v	Agent	bn:00042379n|bn:00002185n|bn:00000902n
bn:00085849v	Patient	bn:00015784n
bn:00085853v	Recipient	bn:00028604n|bn:00034471n
bn:00085924v	Theme	bn:00009815n
bn:00085945v	Patient	bn:00024112n
bn:00085959v	Product	bn:00029806n
bn:00086000v	Destination	bn:00032600n
bn:00086001v	Patient	bn:00075374n
bn:00086021v	Destination	bn:00075374n
bn:00086055v	Theme	bn:00041098n
bn:00086061v	Beneficiary	bn:00004222n
bn:00086063v	Patient	bn:00008120n
bn:00086066v	Patient	bn:00005702n|bn:00050541n
bn:00086105v	Patient	bn:00024131n
bn:00086137v	Beneficiary	bn:00001176n
bn:00086148v	Theme	bn:01824480n|bn:13604319n
bn:00086157v	Theme	bn:00035650n
bn:00086159v	Theme	bn:00035650n
bn:00086180v	Source	bn:00072536n
bn:00086183v	Patient	bn:00008120n
bn:00086192v	Patient	bn:00069552n	Result	bn:00069552n
bn:00086212v	Theme	bn:00077593n
bn:00086213v	Theme	bn:00077593n
bn:00086214v	Patient	bn:00004222n
bn:00086220v	Instrument	bn:00052551n|bn:00007517n
bn:00086222v	Patient	bn:00060799n
bn:00086240v	Patient	bn:00053288n
bn:00086248v	Theme	bn:00051473n
bn:00086250v	Patient	bn:00042759n|bn:00035679n
bn:00086263v	Destination	bn:00054550n
bn:00086269v	Patient	bn:00059631n|bn:00079036n
bn:00086270v	Patient	bn:00034623n
bn:00086275v	Patient	bn:00007630n
bn:00086313v	Patient	bn:00002185n|bn:00037382n
bn:00086321v	Theme	bn:00081581n
bn:00086335v	Theme	bn:00062958n
bn:00086336v	Theme	bn:00015914n
bn:00086338v	Source	bn:00003524n
bn:00086348v	Patient	bn:00021492n
bn:00086353v	Source	bn:00020414n
bn:00086373v	Source	bn:00036154n
bn:00086382v	Beneficiary	bn:00037023n
bn:00086404v	Patient	bn:00021956n
bn:00086405v	Theme	bn:00005929n|bn:00076732n
